image_id,image_path,label_type,label_path,raw_label_path
0046,images/0046.jpg,pixel-level,pixel_level_labels_colored/0046.png,pixel_level_labels_mat/0046.mat
0047,images/0047.jpg,pixel-level,pixel_level_labels_colored/0047.png,pixel_level_labels_mat/0047.mat
0048,images/0048.jpg,pixel-level,pixel_level_labels_colored/0048.png,pixel_level_labels_mat/0048.mat
0049,images/0049.jpg,pixel-level,pixel_level_labels_colored/0049.png,pixel_level_labels_mat/0049.mat
0050,images/0050.jpg,pixel-level,pixel_level_labels_colored/0050.png,pixel_level_labels_mat/0050.mat
0051,images/0051.jpg,pixel-level,pixel_level_labels_colored/0051.png,pixel_level_labels_mat/0051.mat
0052,images/0052.jpg,pixel-level,pixel_level_labels_colored/0052.png,pixel_level_labels_mat/0052.mat
0053,images/0053.jpg,pixel-level,pixel_level_labels_colored/0053.png,pixel_level_labels_mat/0053.mat
0054,images/0054.jpg,pixel-level,pixel_level_labels_colored/0054.png,pixel_level_labels_mat/0054.mat
0055,images/0055.jpg,pixel-level,pixel_level_labels_colored/0055.png,pixel_level_labels_mat/0055.mat
0056,images/0056.jpg,pixel-level,pixel_level_labels_colored/0056.png,pixel_level_labels_mat/0056.mat
0057,images/0057.jpg,pixel-level,pixel_level_labels_colored/0057.png,pixel_level_labels_mat/0057.mat
0058,images/0058.jpg,pixel-level,pixel_level_labels_colored/0058.png,pixel_level_labels_mat/0058.mat
0059,images/0059.jpg,pixel-level,pixel_level_labels_colored/0059.png,pixel_level_labels_mat/0059.mat
0060,images/0060.jpg,pixel-level,pixel_level_labels_colored/0060.png,pixel_level_labels_mat/0060.mat
0061,images/0061.jpg,pixel-level,pixel_level_labels_colored/0061.png,pixel_level_labels_mat/0061.mat
0062,images/0062.jpg,pixel-level,pixel_level_labels_colored/0062.png,pixel_level_labels_mat/0062.mat
0063,images/0063.jpg,pixel-level,pixel_level_labels_colored/0063.png,pixel_level_labels_mat/0063.mat
0064,images/0064.jpg,pixel-level,pixel_level_labels_colored/0064.png,pixel_level_labels_mat/0064.mat
0065,images/0065.jpg,pixel-level,pixel_level_labels_colored/0065.png,pixel_level_labels_mat/0065.mat
0066,images/0066.jpg,pixel-level,pixel_level_labels_colored/0066.png,pixel_level_labels_mat/0066.mat
0067,images/0067.jpg,pixel-level,pixel_level_labels_colored/0067.png,pixel_level_labels_mat/0067.mat
0068,images/0068.jpg,pixel-level,pixel_level_labels_colored/0068.png,pixel_level_labels_mat/0068.mat
0069,images/0069.jpg,pixel-level,pixel_level_labels_colored/0069.png,pixel_level_labels_mat/0069.mat
0070,images/0070.jpg,pixel-level,pixel_level_labels_colored/0070.png,pixel_level_labels_mat/0070.mat
0071,images/0071.jpg,pixel-level,pixel_level_labels_colored/0071.png,pixel_level_labels_mat/0071.mat
0072,images/0072.jpg,pixel-level,pixel_level_labels_colored/0072.png,pixel_level_labels_mat/0072.mat
0073,images/0073.jpg,pixel-level,pixel_level_labels_colored/0073.png,pixel_level_labels_mat/0073.mat
0074,images/0074.jpg,pixel-level,pixel_level_labels_colored/0074.png,pixel_level_labels_mat/0074.mat
0075,images/0075.jpg,pixel-level,pixel_level_labels_colored/0075.png,pixel_level_labels_mat/0075.mat
0076,images/0076.jpg,pixel-level,pixel_level_labels_colored/0076.png,pixel_level_labels_mat/0076.mat
0077,images/0077.jpg,pixel-level,pixel_level_labels_colored/0077.png,pixel_level_labels_mat/0077.mat
0078,images/0078.jpg,pixel-level,pixel_level_labels_colored/0078.png,pixel_level_labels_mat/0078.mat
0079,images/0079.jpg,pixel-level,pixel_level_labels_colored/0079.png,pixel_level_labels_mat/0079.mat
0080,images/0080.jpg,pixel-level,pixel_level_labels_colored/0080.png,pixel_level_labels_mat/0080.mat
0081,images/0081.jpg,pixel-level,pixel_level_labels_colored/0081.png,pixel_level_labels_mat/0081.mat
0082,images/0082.jpg,pixel-level,pixel_level_labels_colored/0082.png,pixel_level_labels_mat/0082.mat
0083,images/0083.jpg,pixel-level,pixel_level_labels_colored/0083.png,pixel_level_labels_mat/0083.mat
0084,images/0084.jpg,pixel-level,pixel_level_labels_colored/0084.png,pixel_level_labels_mat/0084.mat
0085,images/0085.jpg,pixel-level,pixel_level_labels_colored/0085.png,pixel_level_labels_mat/0085.mat
0086,images/0086.jpg,pixel-level,pixel_level_labels_colored/0086.png,pixel_level_labels_mat/0086.mat
0087,images/0087.jpg,pixel-level,pixel_level_labels_colored/0087.png,pixel_level_labels_mat/0087.mat
0088,images/0088.jpg,pixel-level,pixel_level_labels_colored/0088.png,pixel_level_labels_mat/0088.mat
0089,images/0089.jpg,pixel-level,pixel_level_labels_colored/0089.png,pixel_level_labels_mat/0089.mat
0090,images/0090.jpg,pixel-level,pixel_level_labels_colored/0090.png,pixel_level_labels_mat/0090.mat
0091,images/0091.jpg,pixel-level,pixel_level_labels_colored/0091.png,pixel_level_labels_mat/0091.mat
0092,images/0092.jpg,pixel-level,pixel_level_labels_colored/0092.png,pixel_level_labels_mat/0092.mat
0093,images/0093.jpg,pixel-level,pixel_level_labels_colored/0093.png,pixel_level_labels_mat/0093.mat
0094,images/0094.jpg,pixel-level,pixel_level_labels_colored/0094.png,pixel_level_labels_mat/0094.mat
0095,images/0095.jpg,pixel-level,pixel_level_labels_colored/0095.png,pixel_level_labels_mat/0095.mat
0096,images/0096.jpg,pixel-level,pixel_level_labels_colored/0096.png,pixel_level_labels_mat/0096.mat
0097,images/0097.jpg,pixel-level,pixel_level_labels_colored/0097.png,pixel_level_labels_mat/0097.mat
0098,images/0098.jpg,pixel-level,pixel_level_labels_colored/0098.png,pixel_level_labels_mat/0098.mat
0099,images/0099.jpg,pixel-level,pixel_level_labels_colored/0099.png,pixel_level_labels_mat/0099.mat
0100,images/0100.jpg,pixel-level,pixel_level_labels_colored/0100.png,pixel_level_labels_mat/0100.mat
0101,images/0101.jpg,pixel-level,pixel_level_labels_colored/0101.png,pixel_level_labels_mat/0101.mat
0102,images/0102.jpg,pixel-level,pixel_level_labels_colored/0102.png,pixel_level_labels_mat/0102.mat
0103,images/0103.jpg,pixel-level,pixel_level_labels_colored/0103.png,pixel_level_labels_mat/0103.mat
0104,images/0104.jpg,pixel-level,pixel_level_labels_colored/0104.png,pixel_level_labels_mat/0104.mat
0105,images/0105.jpg,pixel-level,pixel_level_labels_colored/0105.png,pixel_level_labels_mat/0105.mat
0106,images/0106.jpg,pixel-level,pixel_level_labels_colored/0106.png,pixel_level_labels_mat/0106.mat
0107,images/0107.jpg,pixel-level,pixel_level_labels_colored/0107.png,pixel_level_labels_mat/0107.mat
0108,images/0108.jpg,pixel-level,pixel_level_labels_colored/0108.png,pixel_level_labels_mat/0108.mat
0109,images/0109.jpg,pixel-level,pixel_level_labels_colored/0109.png,pixel_level_labels_mat/0109.mat
0110,images/0110.jpg,pixel-level,pixel_level_labels_colored/0110.png,pixel_level_labels_mat/0110.mat
0111,images/0111.jpg,pixel-level,pixel_level_labels_colored/0111.png,pixel_level_labels_mat/0111.mat
0112,images/0112.jpg,pixel-level,pixel_level_labels_colored/0112.png,pixel_level_labels_mat/0112.mat
0113,images/0113.jpg,pixel-level,pixel_level_labels_colored/0113.png,pixel_level_labels_mat/0113.mat
0114,images/0114.jpg,pixel-level,pixel_level_labels_colored/0114.png,pixel_level_labels_mat/0114.mat
0115,images/0115.jpg,pixel-level,pixel_level_labels_colored/0115.png,pixel_level_labels_mat/0115.mat
0116,images/0116.jpg,pixel-level,pixel_level_labels_colored/0116.png,pixel_level_labels_mat/0116.mat
0117,images/0117.jpg,pixel-level,pixel_level_labels_colored/0117.png,pixel_level_labels_mat/0117.mat
0118,images/0118.jpg,pixel-level,pixel_level_labels_colored/0118.png,pixel_level_labels_mat/0118.mat
0119,images/0119.jpg,pixel-level,pixel_level_labels_colored/0119.png,pixel_level_labels_mat/0119.mat
0120,images/0120.jpg,pixel-level,pixel_level_labels_colored/0120.png,pixel_level_labels_mat/0120.mat
0121,images/0121.jpg,pixel-level,pixel_level_labels_colored/0121.png,pixel_level_labels_mat/0121.mat
0122,images/0122.jpg,pixel-level,pixel_level_labels_colored/0122.png,pixel_level_labels_mat/0122.mat
0123,images/0123.jpg,pixel-level,pixel_level_labels_colored/0123.png,pixel_level_labels_mat/0123.mat
0124,images/0124.jpg,pixel-level,pixel_level_labels_colored/0124.png,pixel_level_labels_mat/0124.mat
0125,images/0125.jpg,pixel-level,pixel_level_labels_colored/0125.png,pixel_level_labels_mat/0125.mat
0126,images/0126.jpg,pixel-level,pixel_level_labels_colored/0126.png,pixel_level_labels_mat/0126.mat
0127,images/0127.jpg,pixel-level,pixel_level_labels_colored/0127.png,pixel_level_labels_mat/0127.mat
0128,images/0128.jpg,pixel-level,pixel_level_labels_colored/0128.png,pixel_level_labels_mat/0128.mat
0129,images/0129.jpg,pixel-level,pixel_level_labels_colored/0129.png,pixel_level_labels_mat/0129.mat
0130,images/0130.jpg,pixel-level,pixel_level_labels_colored/0130.png,pixel_level_labels_mat/0130.mat
0131,images/0131.jpg,pixel-level,pixel_level_labels_colored/0131.png,pixel_level_labels_mat/0131.mat
0132,images/0132.jpg,pixel-level,pixel_level_labels_colored/0132.png,pixel_level_labels_mat/0132.mat
0133,images/0133.jpg,pixel-level,pixel_level_labels_colored/0133.png,pixel_level_labels_mat/0133.mat
0134,images/0134.jpg,pixel-level,pixel_level_labels_colored/0134.png,pixel_level_labels_mat/0134.mat
0135,images/0135.jpg,pixel-level,pixel_level_labels_colored/0135.png,pixel_level_labels_mat/0135.mat
0136,images/0136.jpg,pixel-level,pixel_level_labels_colored/0136.png,pixel_level_labels_mat/0136.mat
0137,images/0137.jpg,pixel-level,pixel_level_labels_colored/0137.png,pixel_level_labels_mat/0137.mat
0138,images/0138.jpg,pixel-level,pixel_level_labels_colored/0138.png,pixel_level_labels_mat/0138.mat
0139,images/0139.jpg,pixel-level,pixel_level_labels_colored/0139.png,pixel_level_labels_mat/0139.mat
0140,images/0140.jpg,pixel-level,pixel_level_labels_colored/0140.png,pixel_level_labels_mat/0140.mat
0141,images/0141.jpg,pixel-level,pixel_level_labels_colored/0141.png,pixel_level_labels_mat/0141.mat
0142,images/0142.jpg,pixel-level,pixel_level_labels_colored/0142.png,pixel_level_labels_mat/0142.mat
0143,images/0143.jpg,pixel-level,pixel_level_labels_colored/0143.png,pixel_level_labels_mat/0143.mat
0144,images/0144.jpg,pixel-level,pixel_level_labels_colored/0144.png,pixel_level_labels_mat/0144.mat
0145,images/0145.jpg,pixel-level,pixel_level_labels_colored/0145.png,pixel_level_labels_mat/0145.mat
0146,images/0146.jpg,pixel-level,pixel_level_labels_colored/0146.png,pixel_level_labels_mat/0146.mat
0147,images/0147.jpg,pixel-level,pixel_level_labels_colored/0147.png,pixel_level_labels_mat/0147.mat
0148,images/0148.jpg,pixel-level,pixel_level_labels_colored/0148.png,pixel_level_labels_mat/0148.mat
0149,images/0149.jpg,pixel-level,pixel_level_labels_colored/0149.png,pixel_level_labels_mat/0149.mat
0150,images/0150.jpg,pixel-level,pixel_level_labels_colored/0150.png,pixel_level_labels_mat/0150.mat
0151,images/0151.jpg,pixel-level,pixel_level_labels_colored/0151.png,pixel_level_labels_mat/0151.mat
0152,images/0152.jpg,pixel-level,pixel_level_labels_colored/0152.png,pixel_level_labels_mat/0152.mat
0153,images/0153.jpg,pixel-level,pixel_level_labels_colored/0153.png,pixel_level_labels_mat/0153.mat
0154,images/0154.jpg,pixel-level,pixel_level_labels_colored/0154.png,pixel_level_labels_mat/0154.mat
0155,images/0155.jpg,pixel-level,pixel_level_labels_colored/0155.png,pixel_level_labels_mat/0155.mat
0156,images/0156.jpg,pixel-level,pixel_level_labels_colored/0156.png,pixel_level_labels_mat/0156.mat
0157,images/0157.jpg,pixel-level,pixel_level_labels_colored/0157.png,pixel_level_labels_mat/0157.mat
0158,images/0158.jpg,pixel-level,pixel_level_labels_colored/0158.png,pixel_level_labels_mat/0158.mat
0159,images/0159.jpg,pixel-level,pixel_level_labels_colored/0159.png,pixel_level_labels_mat/0159.mat
0160,images/0160.jpg,pixel-level,pixel_level_labels_colored/0160.png,pixel_level_labels_mat/0160.mat
0161,images/0161.jpg,pixel-level,pixel_level_labels_colored/0161.png,pixel_level_labels_mat/0161.mat
0162,images/0162.jpg,pixel-level,pixel_level_labels_colored/0162.png,pixel_level_labels_mat/0162.mat
0163,images/0163.jpg,pixel-level,pixel_level_labels_colored/0163.png,pixel_level_labels_mat/0163.mat
0164,images/0164.jpg,pixel-level,pixel_level_labels_colored/0164.png,pixel_level_labels_mat/0164.mat
0165,images/0165.jpg,pixel-level,pixel_level_labels_colored/0165.png,pixel_level_labels_mat/0165.mat
0166,images/0166.jpg,pixel-level,pixel_level_labels_colored/0166.png,pixel_level_labels_mat/0166.mat
0167,images/0167.jpg,pixel-level,pixel_level_labels_colored/0167.png,pixel_level_labels_mat/0167.mat
0168,images/0168.jpg,pixel-level,pixel_level_labels_colored/0168.png,pixel_level_labels_mat/0168.mat
0169,images/0169.jpg,pixel-level,pixel_level_labels_colored/0169.png,pixel_level_labels_mat/0169.mat
0170,images/0170.jpg,pixel-level,pixel_level_labels_colored/0170.png,pixel_level_labels_mat/0170.mat
0171,images/0171.jpg,pixel-level,pixel_level_labels_colored/0171.png,pixel_level_labels_mat/0171.mat
0172,images/0172.jpg,pixel-level,pixel_level_labels_colored/0172.png,pixel_level_labels_mat/0172.mat
0173,images/0173.jpg,pixel-level,pixel_level_labels_colored/0173.png,pixel_level_labels_mat/0173.mat
0174,images/0174.jpg,pixel-level,pixel_level_labels_colored/0174.png,pixel_level_labels_mat/0174.mat
0175,images/0175.jpg,pixel-level,pixel_level_labels_colored/0175.png,pixel_level_labels_mat/0175.mat
0176,images/0176.jpg,pixel-level,pixel_level_labels_colored/0176.png,pixel_level_labels_mat/0176.mat
0177,images/0177.jpg,pixel-level,pixel_level_labels_colored/0177.png,pixel_level_labels_mat/0177.mat
0178,images/0178.jpg,pixel-level,pixel_level_labels_colored/0178.png,pixel_level_labels_mat/0178.mat
0179,images/0179.jpg,pixel-level,pixel_level_labels_colored/0179.png,pixel_level_labels_mat/0179.mat
0180,images/0180.jpg,pixel-level,pixel_level_labels_colored/0180.png,pixel_level_labels_mat/0180.mat
0181,images/0181.jpg,pixel-level,pixel_level_labels_colored/0181.png,pixel_level_labels_mat/0181.mat
0182,images/0182.jpg,pixel-level,pixel_level_labels_colored/0182.png,pixel_level_labels_mat/0182.mat
0183,images/0183.jpg,pixel-level,pixel_level_labels_colored/0183.png,pixel_level_labels_mat/0183.mat
0184,images/0184.jpg,pixel-level,pixel_level_labels_colored/0184.png,pixel_level_labels_mat/0184.mat
0185,images/0185.jpg,pixel-level,pixel_level_labels_colored/0185.png,pixel_level_labels_mat/0185.mat
0186,images/0186.jpg,pixel-level,pixel_level_labels_colored/0186.png,pixel_level_labels_mat/0186.mat
0187,images/0187.jpg,pixel-level,pixel_level_labels_colored/0187.png,pixel_level_labels_mat/0187.mat
0188,images/0188.jpg,pixel-level,pixel_level_labels_colored/0188.png,pixel_level_labels_mat/0188.mat
0189,images/0189.jpg,pixel-level,pixel_level_labels_colored/0189.png,pixel_level_labels_mat/0189.mat
0190,images/0190.jpg,pixel-level,pixel_level_labels_colored/0190.png,pixel_level_labels_mat/0190.mat
0191,images/0191.jpg,pixel-level,pixel_level_labels_colored/0191.png,pixel_level_labels_mat/0191.mat
0192,images/0192.jpg,pixel-level,pixel_level_labels_colored/0192.png,pixel_level_labels_mat/0192.mat
0193,images/0193.jpg,pixel-level,pixel_level_labels_colored/0193.png,pixel_level_labels_mat/0193.mat
0194,images/0194.jpg,pixel-level,pixel_level_labels_colored/0194.png,pixel_level_labels_mat/0194.mat
0195,images/0195.jpg,pixel-level,pixel_level_labels_colored/0195.png,pixel_level_labels_mat/0195.mat
0196,images/0196.jpg,pixel-level,pixel_level_labels_colored/0196.png,pixel_level_labels_mat/0196.mat
0197,images/0197.jpg,pixel-level,pixel_level_labels_colored/0197.png,pixel_level_labels_mat/0197.mat
0198,images/0198.jpg,pixel-level,pixel_level_labels_colored/0198.png,pixel_level_labels_mat/0198.mat
0199,images/0199.jpg,pixel-level,pixel_level_labels_colored/0199.png,pixel_level_labels_mat/0199.mat
0200,images/0200.jpg,pixel-level,pixel_level_labels_colored/0200.png,pixel_level_labels_mat/0200.mat
0201,images/0201.jpg,pixel-level,pixel_level_labels_colored/0201.png,pixel_level_labels_mat/0201.mat
0202,images/0202.jpg,pixel-level,pixel_level_labels_colored/0202.png,pixel_level_labels_mat/0202.mat
0203,images/0203.jpg,pixel-level,pixel_level_labels_colored/0203.png,pixel_level_labels_mat/0203.mat
0204,images/0204.jpg,pixel-level,pixel_level_labels_colored/0204.png,pixel_level_labels_mat/0204.mat
0205,images/0205.jpg,pixel-level,pixel_level_labels_colored/0205.png,pixel_level_labels_mat/0205.mat
0206,images/0206.jpg,pixel-level,pixel_level_labels_colored/0206.png,pixel_level_labels_mat/0206.mat
0207,images/0207.jpg,pixel-level,pixel_level_labels_colored/0207.png,pixel_level_labels_mat/0207.mat
0208,images/0208.jpg,pixel-level,pixel_level_labels_colored/0208.png,pixel_level_labels_mat/0208.mat
0209,images/0209.jpg,pixel-level,pixel_level_labels_colored/0209.png,pixel_level_labels_mat/0209.mat
0210,images/0210.jpg,pixel-level,pixel_level_labels_colored/0210.png,pixel_level_labels_mat/0210.mat
0211,images/0211.jpg,pixel-level,pixel_level_labels_colored/0211.png,pixel_level_labels_mat/0211.mat
0212,images/0212.jpg,pixel-level,pixel_level_labels_colored/0212.png,pixel_level_labels_mat/0212.mat
0213,images/0213.jpg,pixel-level,pixel_level_labels_colored/0213.png,pixel_level_labels_mat/0213.mat
0214,images/0214.jpg,pixel-level,pixel_level_labels_colored/0214.png,pixel_level_labels_mat/0214.mat
0215,images/0215.jpg,pixel-level,pixel_level_labels_colored/0215.png,pixel_level_labels_mat/0215.mat
0216,images/0216.jpg,pixel-level,pixel_level_labels_colored/0216.png,pixel_level_labels_mat/0216.mat
0217,images/0217.jpg,pixel-level,pixel_level_labels_colored/0217.png,pixel_level_labels_mat/0217.mat
0218,images/0218.jpg,pixel-level,pixel_level_labels_colored/0218.png,pixel_level_labels_mat/0218.mat
0219,images/0219.jpg,pixel-level,pixel_level_labels_colored/0219.png,pixel_level_labels_mat/0219.mat
0220,images/0220.jpg,pixel-level,pixel_level_labels_colored/0220.png,pixel_level_labels_mat/0220.mat
0221,images/0221.jpg,pixel-level,pixel_level_labels_colored/0221.png,pixel_level_labels_mat/0221.mat
0222,images/0222.jpg,pixel-level,pixel_level_labels_colored/0222.png,pixel_level_labels_mat/0222.mat
0223,images/0223.jpg,pixel-level,pixel_level_labels_colored/0223.png,pixel_level_labels_mat/0223.mat
0224,images/0224.jpg,pixel-level,pixel_level_labels_colored/0224.png,pixel_level_labels_mat/0224.mat
0225,images/0225.jpg,pixel-level,pixel_level_labels_colored/0225.png,pixel_level_labels_mat/0225.mat
0226,images/0226.jpg,pixel-level,pixel_level_labels_colored/0226.png,pixel_level_labels_mat/0226.mat
0227,images/0227.jpg,pixel-level,pixel_level_labels_colored/0227.png,pixel_level_labels_mat/0227.mat
0228,images/0228.jpg,pixel-level,pixel_level_labels_colored/0228.png,pixel_level_labels_mat/0228.mat
0229,images/0229.jpg,pixel-level,pixel_level_labels_colored/0229.png,pixel_level_labels_mat/0229.mat
0230,images/0230.jpg,pixel-level,pixel_level_labels_colored/0230.png,pixel_level_labels_mat/0230.mat
0231,images/0231.jpg,pixel-level,pixel_level_labels_colored/0231.png,pixel_level_labels_mat/0231.mat
0232,images/0232.jpg,pixel-level,pixel_level_labels_colored/0232.png,pixel_level_labels_mat/0232.mat
0233,images/0233.jpg,pixel-level,pixel_level_labels_colored/0233.png,pixel_level_labels_mat/0233.mat
0234,images/0234.jpg,pixel-level,pixel_level_labels_colored/0234.png,pixel_level_labels_mat/0234.mat
0235,images/0235.jpg,pixel-level,pixel_level_labels_colored/0235.png,pixel_level_labels_mat/0235.mat
0236,images/0236.jpg,pixel-level,pixel_level_labels_colored/0236.png,pixel_level_labels_mat/0236.mat
0237,images/0237.jpg,pixel-level,pixel_level_labels_colored/0237.png,pixel_level_labels_mat/0237.mat
0238,images/0238.jpg,pixel-level,pixel_level_labels_colored/0238.png,pixel_level_labels_mat/0238.mat
0239,images/0239.jpg,pixel-level,pixel_level_labels_colored/0239.png,pixel_level_labels_mat/0239.mat
0240,images/0240.jpg,pixel-level,pixel_level_labels_colored/0240.png,pixel_level_labels_mat/0240.mat
0241,images/0241.jpg,pixel-level,pixel_level_labels_colored/0241.png,pixel_level_labels_mat/0241.mat
0242,images/0242.jpg,pixel-level,pixel_level_labels_colored/0242.png,pixel_level_labels_mat/0242.mat
0243,images/0243.jpg,pixel-level,pixel_level_labels_colored/0243.png,pixel_level_labels_mat/0243.mat
0244,images/0244.jpg,pixel-level,pixel_level_labels_colored/0244.png,pixel_level_labels_mat/0244.mat
0245,images/0245.jpg,pixel-level,pixel_level_labels_colored/0245.png,pixel_level_labels_mat/0245.mat
0246,images/0246.jpg,pixel-level,pixel_level_labels_colored/0246.png,pixel_level_labels_mat/0246.mat
0247,images/0247.jpg,pixel-level,pixel_level_labels_colored/0247.png,pixel_level_labels_mat/0247.mat
0248,images/0248.jpg,pixel-level,pixel_level_labels_colored/0248.png,pixel_level_labels_mat/0248.mat
0249,images/0249.jpg,pixel-level,pixel_level_labels_colored/0249.png,pixel_level_labels_mat/0249.mat
0250,images/0250.jpg,pixel-level,pixel_level_labels_colored/0250.png,pixel_level_labels_mat/0250.mat
0251,images/0251.jpg,pixel-level,pixel_level_labels_colored/0251.png,pixel_level_labels_mat/0251.mat
0252,images/0252.jpg,pixel-level,pixel_level_labels_colored/0252.png,pixel_level_labels_mat/0252.mat
0253,images/0253.jpg,pixel-level,pixel_level_labels_colored/0253.png,pixel_level_labels_mat/0253.mat
0254,images/0254.jpg,pixel-level,pixel_level_labels_colored/0254.png,pixel_level_labels_mat/0254.mat
0255,images/0255.jpg,pixel-level,pixel_level_labels_colored/0255.png,pixel_level_labels_mat/0255.mat
0256,images/0256.jpg,pixel-level,pixel_level_labels_colored/0256.png,pixel_level_labels_mat/0256.mat
0257,images/0257.jpg,pixel-level,pixel_level_labels_colored/0257.png,pixel_level_labels_mat/0257.mat
0258,images/0258.jpg,pixel-level,pixel_level_labels_colored/0258.png,pixel_level_labels_mat/0258.mat
0259,images/0259.jpg,pixel-level,pixel_level_labels_colored/0259.png,pixel_level_labels_mat/0259.mat
0260,images/0260.jpg,pixel-level,pixel_level_labels_colored/0260.png,pixel_level_labels_mat/0260.mat
0261,images/0261.jpg,pixel-level,pixel_level_labels_colored/0261.png,pixel_level_labels_mat/0261.mat
0262,images/0262.jpg,pixel-level,pixel_level_labels_colored/0262.png,pixel_level_labels_mat/0262.mat
0263,images/0263.jpg,pixel-level,pixel_level_labels_colored/0263.png,pixel_level_labels_mat/0263.mat
